Customer Name,Vehicle Identification Number,MODEL,COMMERCIAL MODEL,Internal Vehicle Number,WHEELS AND TIRES,Primary Status,Primary Status,Date of Primary Status,Time of Primary Status,Location,Vehicle Search Area,Plant,Storage Location,Veh. Srch Area,TIRE OPTIONS,Char. 5,Characteristic 6,Vehicle Usage
"ALMA TRACTOR & EQUIPMENT, INC.",NCM449662,,L230,0011766254,,Delivered to Destination,ZT56,1/22/13,5:17:56 PM,ALMA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Non-Pneumatic (70 OTW),,,Retail
CASE CONSTRUCTION MACHINERY (SHANGH,NCM453879,,SR200-NA,0011778497,,Export Vessel Sailed,ZT72,1/25/13,11:19:03 AM,IN TRANSIT,CHINA CASE,WI01,WI01,CHINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NCM447789,,L218,0011779011,,Delivered to Destination,ZT56,2/20/13,8:21:10 AM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"LANSDOWNE-MOODY CO., L.P.",NCM452276,,L223,0011779419,,Delivered to Destination,ZT56,2/25/13,8:19:18 AM,HOUSTON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"TORGERSON'S, LLC",NCM444723,,SV250,0011777894,,Delivered to Destination,ZT56,2/6/13,4:18:16 PM,HAVRE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
HAMMELL EQUIPMENT INC.,NCM445270,,SV300,0011777912,,Delivered to Destination,ZT56,3/22/13,10:19:09 AM,CHATFIELD,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
ROSZKO FARM EQUIPMENT LTD.,NCM445321,,SV300,0011781187,,Delivered to Destination,ZT56,2/28/13,3:52:46 PM,MAYERTHORPE,NA CASE,WI01,WI01,NA CASE / CASE IH,33X15.5 Flotation (76 OTW),,,Retail
THE VERNON DELL TRACTOR SALES COMPA,NCM447795,,L218,0011781813,,Delivered to Destination,ZT56,3/7/13,8:19:38 AM,EAST LIVERPOOL,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"LARRY ROMANCE & SON, INC.",NCM455729,,L220,0011779591,,Delivered to Destination,ZT56,2/27/13,7:47:50 AM,ARCADE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
HEHLI-VOLD CORPORATION,NCM455605,,L220,0011785652,,Delivered to Destination,ZT56,1/22/13,10:18:41 AM,BALDWIN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Retail
"LAMB & WEBSTER, INC.",NCM447727,,L218,0011787064,,Delivered to Destination,ZT56,3/18/13,11:19:31 AM,SPRINGVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
MCGAVIN FARM EQUIPMENT LTD.,NCM455821,,L220,0011779570,,Delivered to Destination,ZT56,3/28/13,11:18:40 AM,WALTON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
PINCHER CREEK FARM CENTRE INC.,NCM449829,,L230,0011787227,,Delivered to Destination,ZT56,1/17/13,4:18:59 PM,PINCHER CREEK,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ADKINS EQUIPMENT, INC.",NCM447723,,L218,0011786269,,Delivered to Destination,ZT56,2/26/13,1:18:28 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NCM452212,,L223-NA,0011784672,,Export Vessel Sailed,ZT72,3/18/13,8:58:31 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"BAKERSVILLE GARAGE, INC.",NCM447769,,L218,0011782360,,Delivered to Destination,ZT56,2/14/13,4:18:42 PM,BAKERSVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NCM447730,,L218,0011784882,,Delivered to Destination,ZT56,2/25/14,4:44:18 PM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"PERMIAN TRACTOR SALES, INC.",NCM443768,,SV185,0011783119,,Delivered to Destination,ZT56,1/8/13,10:18:35 AM,ODESSA,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"STATE EQUIPMENT, INC.",NCM442561,,SR250,0011774864,,Delivered to Destination,ZT56,,12:00:00 AM,SHINNSTON,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BOEHM TRACTOR SALES, INC.",NCM449866,,L230,0011782259,,Delivered to Destination,ZT56,2/14/13,5:18:24 PM,SHINER,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"BAKERSVILLE GARAGE, INC.",NCM447574,,L218,0011782358,,Delivered to Destination,ZT56,1/23/13,10:19:13 AM,BAKERSVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"FORRESTER FARM EQUIPMENT, LTD.",NCM447743,,L218,0011786295,,Delivered to Destination,ZT56,2/13/13,10:18:28 AM,CHAMBERSBURG,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"RKAJ Investments, LLC",NCM449773,,L230,0011786492,,Delivered to Destination,ZT56,1/29/13,9:17:52 AM,Weatherford,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
MCGAVIN FARM EQUIPMENT LTD.,NCM455541,,L220,0011779577,,Delivered to Destination,ZT56,3/28/13,11:19:18 AM,WALTON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NCM439725,,L215-NA,0011784634,,Export On the Vessel,ZT71,3/14/13,1:20:30 PM,IN TRANSIT,RUSSIA NHL,LUSO,FI01,RUSSIA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
"TORGERSON'S, LLC",NCM444736,,SV250,0011777895,,Delivered to Destination,ZT56,3/27/13,4:18:11 PM,HAVRE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
"JAYCOX IMPLEMENT, INC.",NDM451237,,SR150,0011955511,,Delivered to Destination,ZT56,2/26/13,1:30:43 PM,LAKE PARK,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (59 OTW),,,Retail
"WILDUNG IMPLEMENT, LLC",NCM446869,,L225,0011786528,,Delivered to Destination,ZT56,1/22/13,10:19:33 AM,NASSAU,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
VALLEY INDUSTRIES (2007) LTD.,NCM455711,,L220,0011781391,,Delivered to Destination,ZT56,1/9/13,8:18:46 AM,LAWRENCETOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"CLET KOSHATKA FARM EQUIPMENT, INC.",NCM447732,,L218,0011781545,,Delivered to Destination,ZT56,2/18/13,8:18:19 AM,PROTIVIN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
SOUTHEASTERN FARM EQUIPMENT LTD.,NCM439878,,L215,0011784870,,Delivered to Destination,ZT56,2/5/13,3:17:57 PM,STEINBACH,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
RUETER & ZENOR CO.,NCM428621,,SR175,0011781591,,Delivered to Destination,ZT56,3/27/13,1:18:30 PM,CARROLL,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"ADKINS EQUIPMENT, INC.",NCM447594,,L218,0011786266,,Delivered to Destination,ZT56,2/26/13,1:18:30 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"LANDMARK EQUIPMENT, INC.",NCM447702,,L218,0011784016,,Delivered to Destination,ZT56,3/12/13,1:18:04 PM,IRVING,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"CENTRAL MACHINERY SALES, INC.",NCM444697,,SV250,0011785454,,Delivered to Destination,ZT56,3/11/13,1:17:56 PM,MOSES LAKE,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NCM439809,,L215-NA,0011800352,,Export On the Vessel,ZT71,3/14/13,11:36:31 AM,IN TRANSIT,RUSSIA NHL,LUSO,FI01,RUSSIA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
"TRIEBOLD IMPLEMENT, INC.",NCM447734,,L218,0011792387,,Delivered to Destination,ZT56,3/27/13,3:18:04 PM,WHITEWATER,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"ARNETT NEW HOLLAND, INC.",NCM446452,,L225,0011788797,,Delivered to Destination,ZT56,1/28/13,11:18:12 AM,ARNETT,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
CASE CONSTRUCTION MACHINERY (SHANGH,NCM453927,,SR200-NA,0011798984,,Export Vessel Sailed,ZT72,1/25/13,11:18:26 AM,IN TRANSIT,CHINA CASE,WI01,WI01,CHINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NCM454112,,SR200-NA,0011798985,,Export Vessel Sailed,ZT72,1/25/13,11:17:26 AM,IN TRANSIT,CHINA CASE,WI01,WI01,CHINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NCM454104,,SR200-NA,0011798986,,Export Vessel Sailed,ZT72,1/25/13,11:17:39 AM,IN TRANSIT,CHINA CASE,WI01,WI01,CHINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NCM454057,,SR200-NA,0011798987,,Export Vessel Sailed,ZT72,1/25/13,11:18:02 AM,IN TRANSIT,CHINA CASE,WI01,WI01,CHINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NCM454065,,SR200-NA,0011798988,,Export Vessel Sailed,ZT72,1/25/13,11:17:51 AM,IN TRANSIT,CHINA CASE,WI01,WI01,CHINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NCM454055,,SR200-NA,0011798989,,Export Vessel Sailed,ZT72,1/25/13,11:18:15 AM,IN TRANSIT,CHINA CASE,WI01,WI01,CHINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"ALMA TRACTOR & EQUIPMENT, INC.",NCM449874,,L230,0011790399,,Delivered to Destination,ZT56,1/18/13,12:18:36 PM,ALMA,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
MOUNTAIN VIEW EQUIPMENT COMPANY,NCM455509,,L220,0011790079,,Delivered to Destination,ZT56,3/29/13,11:17:51 AM,MERIDIAN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NCM446473,,L225,0011790433,,Delivered to Destination,ZT56,1/16/13,3:19:40 PM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
CASE CONSTRUCTION MACHINERY (SHANGH,NCM453890,,SR200-NA,0011799015,,Export Vessel Sailed,ZT72,1/25/13,11:18:38 AM,IN TRANSIT,CHINA CASE,WI01,WI01,CHINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
JANSON EQUIPMENT CO.,NCM453279,,SR200,0011792702,,Delivered to Destination,ZT56,,12:00:00 AM,BRECKENRIDGE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BLUNIER IMPLEMENT, INC.",NCM455394,,L220,0011789979,,Delivered to Destination,ZT56,2/8/13,11:18:21 AM,EUREKA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"CHAMBERS TRACTOR SALES, INC.",NCM439750,,L215,0011790864,,Delivered to Destination,ZT56,3/26/13,7:31:37 AM,MONTGOMERY,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
HEHLI-VOLD CORPORATION,NCM439753,,L215,0011792239,,Delivered to Destination,ZT56,1/30/13,3:17:59 PM,Ellsworth,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
BUTLER FARM EQUIPMENT LTD.,NCM449744,,L230,0011794719,,Delivered to Destination,ZT56,3/27/13,8:18:24 AM,FORT ST JOHN,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"GELLINGS IMPLEMENT, INC.",NCM447705,,L218,0011788825,,Delivered to Destination,ZT56,3/29/13,5:18:12 PM,EDEN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"NORTH SIDE NEW HOLLAND, INC.",NCM449863,,L230,0011792600,,Delivered to Destination,ZT56,1/30/13,10:17:32 AM,DOTHAN,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"ALTMAN TRACTOR & EQUIPMENT COMPANY,",NCM446250,,L225,0011789697,,Delivered to Destination,ZT56,2/8/13,8:20:08 AM,FLORENCE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
REGIONAL TRACTOR SALES LTD.,NCM455735,,L220,0011790538,,Delivered to Destination,ZT56,3/25/13,2:18:12 PM,FREELTON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"LAMB & WEBSTER, INC.",NCM447793,,L218,0011799096,,Delivered to Destination,ZT56,3/28/13,7:31:49 AM,SPRINGVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"ARNETT NEW HOLLAND, INC.",NCM449850,,L230,0011788776,,Delivered to Destination,ZT56,1/28/13,11:17:55 AM,ARNETT,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
HEHLI-VOLD CORPORATION,NCM428632,,SR175,0011789696,,Delivered to Destination,ZT56,,12:00:00 AM,OSSEO,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BAKERSVILLE GARAGE, INC.",NCM455387,,L220,0011792291,,Delivered to Destination,ZT56,3/13/13,9:18:21 AM,BAKERSVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"KRAMER'S, INC.",NCM447786,,L218,0011792319,,Delivered to Destination,ZT56,1/25/13,1:19:03 PM,SIDNEY,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"HIX BROTHERS TRACTOR SERVICE, INC.",NCM447759,,L218,0011798752,,Delivered to Destination,ZT56,1/10/13,10:17:52 AM,COOKEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
ENFIELD TRACTOR AND EQUIPMENT COMPA,NCM452275,,L223,0011789980,,Delivered to Destination,ZT56,2/13/13,12:18:19 PM,ROCKY MOUNT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"NEW HOLLAND ROCHESTER, INC.",NCM446440,,L225,0011791806,,Delivered to Destination,ZT56,1/16/13,7:17:54 AM,ROCHESTER,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"EQUIPMENT DEPOT, LTD.",NCM452305,,L223,0011790492,,Delivered to Destination,ZT56,3/25/13,10:19:51 AM,WACO,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BAUMLER IMPLEMENTS, INC.",NCM447852,,L218,0011788585,,Delivered to Destination,ZT56,2/13/13,8:19:29 AM,WEST UNION,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
MTS JERSEYVILLE INC.,NCM452391,,L223,0011788710,,Delivered to Destination,ZT56,2/28/13,12:17:48 PM,QUINCY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"CUSHMAN ENTERPRISES, INC.",NCM446739,,L225,0011799942,,Delivered to Destination,ZT56,2/14/13,2:18:24 PM,PLATTEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ARNETT NEW HOLLAND, INC.",NCM449860,,L230,0011788779,,Delivered to Destination,ZT56,1/28/13,11:17:59 AM,ARNETT,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
MORDT TRACTOR AND EQUIPMENT COMPANY,NCM452281,,L223,0011802107,,Delivered to Destination,ZT56,1/31/13,8:48:58 AM,TROY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"LINSMEIER IMPLEMENTS, INC.",NCM447585,,L218,0011788790,,Delivered to Destination,ZT56,1/24/13,9:19:48 AM,MENOMINEE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NCM452294,,L223-NA,0011803074,,Export Vessel Sailed,ZT72,3/15/13,10:14:25 PM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
INTERNATIONAL EQUIPMENT,NCM458816,,L213-NA,0011843872,,Export Vessel Sailed,ZT72,7/16/13,1:42:10 PM,IN TRANSIT,OMAN NH L,WI01,WI01,OMAN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NCM456974,,SR220,0011807395,,Delivered to Destination,ZT56,,12:00:00 AM,Pella,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BRUNA BROTHERS IMPLEMENT, LLC",NCM457371,,SR220,0011814892,,Delivered to Destination,ZT56,2/28/13,4:48:31 PM,WASHINGTON,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"TRIEBOLD IMPLEMENT, INC.",NCM460773,,SV250,0011924866,,Delivered to Destination,ZT56,1/29/13,3:51:13 PM,WHITEWATER,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
VENNER S.A.,NCM427081,,SR150,0011815022,,Export Vessel Sailed,ZT72,1/28/13,9:04:06 AM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
"BARIBEAU IMPLEMENT COMPANY, INC.",NCM453531,,SR200,0011805436,,Delivered to Destination,ZT56,,12:00:00 AM,RICE LAKE,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"BOBCO, INC.",NCM446490,,L225,0011809899,,Delivered to Destination,ZT56,3/22/13,10:07:19 AM,CHARLOTTE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"KRAMER'S, INC.",NCM446735,,L225,0011809917,,Delivered to Destination,ZT56,3/15/13,4:18:09 PM,SIDNEY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
"RPM MACHINERY, LLC",NCM444802,,SV250,0011804189,,Delivered to Destination,ZT56,,12:00:00 AM,INDIANAPOLIS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"WAUPUN EQUIP. CO., INC.",NCM449879,,L230,0011813515,,Delivered to Destination,ZT56,1/8/13,11:17:54 AM,WATERTOWN,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
EMEA ENTERPRISES (PTY) LTD,NDM458169,,L215-NA,0011946439,,Export Vessel Sailed,ZT72,4/9/13,2:12:18 PM,IN TRANSIT,S.AFRC NHL,WI01,WI01,SOUTH AFRICA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
HURKES IMPLEMENT COMPANY,NCM455528,,L220,0011808006,,Delivered to Destination,ZT56,2/1/13,3:19:17 PM,WATERTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
TITAN MACHINERY INC.,NCM444663,,SV250,0011803407,,Delivered to Destination,ZT56,2/8/13,2:18:33 PM,CASPER,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
EMEA ENTERPRISES (PTY) LTD,NDM458171,,L215-NA,0011946442,,Export Vessel Sailed,ZT72,4/9/13,2:12:07 PM,IN TRANSIT,S.AFRC NHL,WI01,WI01,SOUTH AFRICA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NDM452756,,L223,0011932572,,Outbound Delivery Shipped,ZT54,2/7/13,1:39:01 PM,IN TRANSIT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
GT Group Ltd,NCM455397,,L220-NA,0011803620,,Export Vessel Sailed,ZT72,3/27/13,10:18:12 AM,IN TRANSIT,GEORG NH L,WI01,WI01,GEORGIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
INTERNATIONAL EQUIPMENT,NCM439808,,L215-NA,0011803644,,Export Vessel Sailed,ZT72,4/5/13,9:49:06 AM,IN TRANSIT,OMAN NH L,WI01,WI01,OMAN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NCM455854,,L220,0011815724,,Delivered to Destination,ZT56,2/26/13,10:48:26 AM,PIERRE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
ROBERT'S FARM EQUIPMENT SALES INC.,NCM446382,,L225,0011808876,,Delivered to Destination,ZT56,1/10/13,8:19:40 AM,CHESLEY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"CHEROKEE GARAGE, INC.",NCM448259,,L218,0011815353,,Delivered to Destination,ZT56,2/11/13,11:18:10 AM,COLBY,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"GAITHERSBURG FARMERS SUPPLY, INC.",NCM449759,,L230,0011813852,,Delivered to Destination,ZT56,1/17/13,3:17:59 PM,GAITHERSBURG,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"DIXON NEW HOLLAND TRACTOR, INC.",NCM452306,,L223,0011812473,,Delivered to Destination,ZT56,1/16/13,4:18:14 PM,BLACKSHEAR,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"KANEQUIP, INC.",NCM455634,,L220,0011815806,,Delivered to Destination,ZT56,2/5/13,11:18:42 AM,GARDEN CITY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"G, J & L INC.",NCM451850,,SR175,0011826289,,Delivered to Destination,ZT56,3/18/13,9:18:00 AM,Conley,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
HEHLI-VOLD CORPORATION,NCM448200,,L218,0011826414,,Delivered to Destination,ZT56,3/7/13,6:22:11 PM,ARCADIA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
WEAGANT FARM SUPPLIES LIMITED,NCM455896,,L220,0011826432,,Delivered to Destination,ZT56,2/27/13,8:48:25 AM,WINCHESTER,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
STEWART'S NEW HOLLAND LTD.,NCM446666,,L225,0011826437,,Delivered to Destination,ZT56,2/13/13,4:18:54 PM,ERIN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium-Liner (70 OTW),,,Retail
ARCHBOLD EQUIPMENT COMPANY,NCM453707,,SR200,0011822772,,Delivered to Destination,ZT56,2/4/13,4:19:00 PM,TOPEKA,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ELLENS EQUIPMENT, INC.",NCM448467,,L218,0011824180,,Delivered to Destination,ZT56,2/22/13,8:18:23 AM,MCBAIN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BAKERSVILLE GARAGE, INC.",NCM448291,,L218,0011822684,,Delivered to Destination,ZT56,2/27/13,8:48:03 PM,BAKERSVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
SCHERRMAN'S IMPLEMENT AND APPLIANCE,NCM457157,,SR220,0011823719,,Delivered to Destination,ZT56,2/4/13,11:18:48 AM,DYERSVILLE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"SPEAR CHARDON TRACTOR SALES, INC.",NCM452379,,L223,0011823733,,Delivered to Destination,ZT56,3/13/13,3:18:29 PM,CHARDON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"KRAMER'S, INC.",NCM446654,,L225,0011826180,,Delivered to Destination,ZT56,3/27/13,11:18:35 AM,SIDNEY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"PAULEY EQUIPMENT COMPANY, INC.",NCM446895,,L225,0011825149,,Delivered to Destination,ZT56,3/1/13,4:17:48 PM,ESCONDIDO,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"MODERN FARM EQUIPMENT, INC.",NCM455760,,L220,0011824229,,Delivered to Destination,ZT56,3/25/13,9:18:43 PM,SAUK CENTRE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BAKERSVILLE GARAGE, INC.",NCM448274,,L218,0011823903,,Delivered to Destination,ZT56,1/23/13,10:22:15 AM,BAKERSVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
EMEA ENTERPRISES (PTY) LTD,NDM448863,,L218-NA,0011946445,,Export Vessel Sailed,ZT72,3/20/13,12:36:08 AM,IN TRANSIT,S.AFRC NHL,WI01,WI01,SOUTH AFRICA NH AGCE LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
